Table_Name,Record_ID,Error_Type,Column_Name,Original_Value,Corrupted_Value,Description
fact_payments,PAY0001457,MISSING_PAYMENT_DATE,Payment_Date,2023-04-14 00:00:00,,Giao dịch tồn tại nhưng ngày thanh toán bị null.
fact_payments,PAY0002843,MISSING_PAYMENT_DATE,Payment_Date,2026-01-02 00:00:00,,Giao dịch tồn tại nhưng ngày thanh toán bị null.
fact_payments,PAY0002644,MISSING_PAYMENT_DATE,Payment_Date,2027-11-11 00:00:00,,Giao dịch tồn tại nhưng ngày thanh toán bị null.
fact_payments,PAY0003344,MISSING_PAYMENT_DATE,Payment_Date,2029-12-01 00:00:00,,Giao dịch tồn tại nhưng ngày thanh toán bị null.
fact_payments,PAY0000303,MISSING_PAYMENT_DATE,Payment_Date,2024-05-21 00:00:00,,Giao dịch tồn tại nhưng ngày thanh toán bị null.
fact_payments,PAY0002797,MISSING_PAYMENT_DATE,Payment_Date,2022-02-01 00:00:00,,Giao dịch tồn tại nhưng ngày thanh toán bị null.
fact_payments,PAY0003247,MISSING_PAYMENT_DATE,Payment_Date,2029-03-27 00:00:00,,Giao dịch tồn tại nhưng ngày thanh toán bị null.
fact_payments,PAY0000460,MISSING_PAYMENT_DATE,Payment_Date,2022-08-17 00:00:00,,Giao dịch tồn tại nhưng ngày thanh toán bị null.
fact_payments,PAY0001000,MISSING_PAYMENT_DATE,Payment_Date,2023-06-01 00:00:00,,Giao dịch tồn tại nhưng ngày thanh toán bị null.
fact_payments,PAY0000023,MISSING_PAYMENT_DATE,Payment_Date,2026-10-04 00:00:00,,Giao dịch tồn tại nhưng ngày thanh toán bị null.
fact_payments,PAY0001948,MISSING_PAYMENT_DATE,Payment_Date,2023-11-22 00:00:00,,Giao dịch tồn tại nhưng ngày thanh toán bị null.
fact_payments,PAY0002511,MISSING_PAYMENT_DATE,Payment_Date,2024-05-26 00:00:00,,Giao dịch tồn tại nhưng ngày thanh toán bị null.
fact_payments,PAY0000780,MISSING_PAYMENT_DATE,Payment_Date,2023-08-06 00:00:00,,Giao dịch tồn tại nhưng ngày thanh toán bị null.
fact_payments,PAY0002753,MISSING_PAYMENT_DATE,Payment_Date,2025-01-31 00:00:00,,Giao dịch tồn tại nhưng ngày thanh toán bị null.
fact_payments,PAY0002073,MISSING_PAYMENT_DATE,Payment_Date,2025-09-27 00:00:00,,Giao dịch tồn tại nhưng ngày thanh toán bị null.
fact_payments,PAY0002649,MISSING_PAYMENT_DATE,Payment_Date,2026-02-06 00:00:00,,Giao dịch tồn tại nhưng ngày thanh toán bị null.
fact_payments,PAY0000052,MISSING_PAYMENT_DATE,Payment_Date,2021-04-14 00:00:00,,Giao dịch tồn tại nhưng ngày thanh toán bị null.
fact_payments,PAY0002727,MISSING_PAYMENT_DATE,Payment_Date,2024-12-10 00:00:00,,Giao dịch tồn tại nhưng ngày thanh toán bị null.
fact_payments,PAY0001469,MISSING_PAYMENT_DATE,Payment_Date,2024-06-28 00:00:00,,Giao dịch tồn tại nhưng ngày thanh toán bị null.
fact_payments,PAY0002639,MISSING_PAYMENT_DATE,Payment_Date,2025-09-10 00:00:00,,Giao dịch tồn tại nhưng ngày thanh toán bị null.
fact_payments,PAY0001635,PAYMENT_BEFORE_INVOICE,Payment_Date,2026-04-12 00:00:00,2026-01-17 00:00:00,Ngày đóng tiền sớm hơn ngày tạo hóa đơn.
fact_payments,PAY0003159,PAYMENT_BEFORE_INVOICE,Payment_Date,2025-03-23 00:00:00,2024-11-20 00:00:00,Ngày đóng tiền sớm hơn ngày tạo hóa đơn.
fact_payments,PAY0003254,PAYMENT_BEFORE_INVOICE,Payment_Date,2021-11-06 00:00:00,2021-08-30 00:00:00,Ngày đóng tiền sớm hơn ngày tạo hóa đơn.
fact_payments,PAY0003000,PAYMENT_BEFORE_INVOICE,Payment_Date,2026-01-24 00:00:00,2025-10-18 00:00:00,Ngày đóng tiền sớm hơn ngày tạo hóa đơn.
fact_payments,PAY0000500,PAYMENT_BEFORE_INVOICE,Payment_Date,2028-03-26 00:00:00,2028-01-30 00:00:00,Ngày đóng tiền sớm hơn ngày tạo hóa đơn.
fact_payments,PAY0000814,PAYMENT_BEFORE_INVOICE,Payment_Date,2026-05-10 00:00:00,2026-02-06 00:00:00,Ngày đóng tiền sớm hơn ngày tạo hóa đơn.
fact_payments,PAY0000402,PAYMENT_BEFORE_INVOICE,Payment_Date,2028-01-24 00:00:00,2027-10-06 00:00:00,Ngày đóng tiền sớm hơn ngày tạo hóa đơn.
fact_payments,PAY0003166,PAYMENT_BEFORE_INVOICE,Payment_Date,2024-11-03 00:00:00,2024-09-08 00:00:00,Ngày đóng tiền sớm hơn ngày tạo hóa đơn.
fact_payments,PAY0001788,PAYMENT_BEFORE_INVOICE,Payment_Date,2026-01-04 00:00:00,2025-10-18 00:00:00,Ngày đóng tiền sớm hơn ngày tạo hóa đơn.
fact_payments,PAY0002133,PAYMENT_BEFORE_INVOICE,Payment_Date,2027-11-29 00:00:00,2027-08-15 00:00:00,Ngày đóng tiền sớm hơn ngày tạo hóa đơn.
fact_payments,PAY0002641,PAYMENT_BEFORE_INVOICE,Payment_Date,2029-11-02 00:00:00,2029-07-13 00:00:00,Ngày đóng tiền sớm hơn ngày tạo hóa đơn.
fact_payments,PAY0000476,PAYMENT_BEFORE_INVOICE,Payment_Date,2024-12-03 00:00:00,2024-07-07 00:00:00,Ngày đóng tiền sớm hơn ngày tạo hóa đơn.
fact_payments,PAY0000330,PAYMENT_BEFORE_INVOICE,Payment_Date,2026-03-02 00:00:00,2025-11-05 00:00:00,Ngày đóng tiền sớm hơn ngày tạo hóa đơn.
fact_payments,PAY0001859,PAYMENT_BEFORE_INVOICE,Payment_Date,2024-02-13 00:00:00,2023-10-21 00:00:00,Ngày đóng tiền sớm hơn ngày tạo hóa đơn.
fact_payments,PAY0002788,PAYMENT_BEFORE_INVOICE,Payment_Date,2029-12-05 00:00:00,2029-09-08 00:00:00,Ngày đóng tiền sớm hơn ngày tạo hóa đơn.
fact_payments,PAY0002938,PAYMENT_BEFORE_INVOICE,Payment_Date,2023-05-18 00:00:00,2023-01-17 00:00:00,Ngày đóng tiền sớm hơn ngày tạo hóa đơn.
fact_payments,PAY0002295,PAYMENT_BEFORE_INVOICE,Payment_Date,2022-02-02 00:00:00,2021-10-22 00:00:00,Ngày đóng tiền sớm hơn ngày tạo hóa đơn.
fact_payments,PAY0003404,PAYMENT_BEFORE_INVOICE,Payment_Date,2023-11-23 00:00:00,2023-08-13 00:00:00,Ngày đóng tiền sớm hơn ngày tạo hóa đơn.
fact_payments,PAY0001004,PAYMENT_BEFORE_INVOICE,Payment_Date,2023-07-14 00:00:00,2023-03-15 00:00:00,Ngày đóng tiền sớm hơn ngày tạo hóa đơn.
fact_payments,PAY0002028,PAYMENT_BEFORE_INVOICE,Payment_Date,2026-09-05 00:00:00,2026-04-16 00:00:00,Ngày đóng tiền sớm hơn ngày tạo hóa đơn.
fact_payments,PAY0002143,PAYMENT_BEFORE_INVOICE,Payment_Date,2025-01-23 00:00:00,2024-09-27 00:00:00,Ngày đóng tiền sớm hơn ngày tạo hóa đơn.
fact_payments,PAY0001603,PAYMENT_BEFORE_INVOICE,Payment_Date,2026-11-09 00:00:00,2026-07-03 00:00:00,Ngày đóng tiền sớm hơn ngày tạo hóa đơn.
fact_payments,PAY0001897,PAYMENT_BEFORE_INVOICE,Payment_Date,2024-11-03 00:00:00,2024-07-14 00:00:00,Ngày đóng tiền sớm hơn ngày tạo hóa đơn.
fact_payments,PAY0002747,PAYMENT_BEFORE_INVOICE,Payment_Date,2022-11-18 00:00:00,2022-09-28 00:00:00,Ngày đóng tiền sớm hơn ngày tạo hóa đơn.
fact_payments,PAY0003359,PAYMENT_BEFORE_INVOICE,Payment_Date,2022-08-20 00:00:00,2022-03-26 00:00:00,Ngày đóng tiền sớm hơn ngày tạo hóa đơn.
fact_payments,PAY0001360,PAYMENT_BEFORE_INVOICE,Payment_Date,2025-11-24 00:00:00,2025-08-17 00:00:00,Ngày đóng tiền sớm hơn ngày tạo hóa đơn.
fact_payments,PAY0000708,PAYMENT_BEFORE_INVOICE,Payment_Date,2023-06-09 00:00:00,2023-02-27 00:00:00,Ngày đóng tiền sớm hơn ngày tạo hóa đơn.
fact_payments,PAY0000426,PAYMENT_BEFORE_INVOICE,Payment_Date,2023-11-10 00:00:00,2023-08-24 00:00:00,Ngày đóng tiền sớm hơn ngày tạo hóa đơn.
fact_payments,PAY0000547,PAYMENT_BEFORE_INVOICE,Payment_Date,2022-07-11 00:00:00,2022-04-15 00:00:00,Ngày đóng tiền sớm hơn ngày tạo hóa đơn.
fact_payments,PAY0002402,PAYMENT_BEFORE_INVOICE,Payment_Date,2027-06-24 00:00:00,2027-03-08 00:00:00,Ngày đóng tiền sớm hơn ngày tạo hóa đơn.
fact_payments,PAY0001424,PAYMENT_BEFORE_INVOICE,Payment_Date,2022-11-17 00:00:00,2022-08-14 00:00:00,Ngày đóng tiền sớm hơn ngày tạo hóa đơn.
fact_payments,PAY0002354,PAYMENT_BEFORE_INVOICE,Payment_Date,2022-08-28 00:00:00,2022-04-26 00:00:00,Ngày đóng tiền sớm hơn ngày tạo hóa đơn.
fact_payments,PAY0002472,PAYMENT_BEFORE_INVOICE,Payment_Date,2030-05-29 00:00:00,2030-02-23 00:00:00,Ngày đóng tiền sớm hơn ngày tạo hóa đơn.
fact_payments,PAY0003465,PAYMENT_BEFORE_INVOICE,Payment_Date,2021-08-27 00:00:00,2021-04-13 00:00:00,Ngày đóng tiền sớm hơn ngày tạo hóa đơn.
fact_payments,PAY0001390,PAYMENT_BEFORE_INVOICE,Payment_Date,2023-05-31 00:00:00,2023-04-09 00:00:00,Ngày đóng tiền sớm hơn ngày tạo hóa đơn.
fact_payments,PAY0001540,PAYMENT_BEFORE_INVOICE,Payment_Date,2021-07-04 00:00:00,2021-04-06 00:00:00,Ngày đóng tiền sớm hơn ngày tạo hóa đơn.
fact_payments,PAY0000561,PAYMENT_BEFORE_INVOICE,Payment_Date,2022-01-08 00:00:00,2021-12-30 00:00:00,Ngày đóng tiền sớm hơn ngày tạo hóa đơn.
fact_payments,PAY0000987,PAYMENT_BEFORE_INVOICE,Payment_Date,2025-01-31 00:00:00,2024-11-29 00:00:00,Ngày đóng tiền sớm hơn ngày tạo hóa đơn.
fact_payments,PAY0002963,PAYMENT_BEFORE_INVOICE,Payment_Date,2023-08-30 00:00:00,2023-07-30 00:00:00,Ngày đóng tiền sớm hơn ngày tạo hóa đơn.
fact_payments,PAY0001504,PAYMENT_BEFORE_INVOICE,Payment_Date,2023-02-23 00:00:00,2023-01-02 00:00:00,Ngày đóng tiền sớm hơn ngày tạo hóa đơn.
fact_payments,PAY0000451,PAYMENT_BEFORE_INVOICE,Payment_Date,2021-06-04 00:00:00,2021-02-18 00:00:00,Ngày đóng tiền sớm hơn ngày tạo hóa đơn.
fact_payments,PAY0003115,PAYMENT_BEFORE_INVOICE,Payment_Date,2027-02-08 00:00:00,2026-11-07 00:00:00,Ngày đóng tiền sớm hơn ngày tạo hóa đơn.
fact_payments,PAY0003385,PAYMENT_BEFORE_INVOICE,Payment_Date,2028-02-23 00:00:00,2028-01-15 00:00:00,Ngày đóng tiền sớm hơn ngày tạo hóa đơn.
fact_payments,PAY0002877,PAYMENT_BEFORE_INVOICE,Payment_Date,2027-05-02 00:00:00,2027-01-21 00:00:00,Ngày đóng tiền sớm hơn ngày tạo hóa đơn.
fact_payments,PAY0002572,PAYMENT_BEFORE_INVOICE,Payment_Date,2029-08-28 00:00:00,2029-06-16 00:00:00,Ngày đóng tiền sớm hơn ngày tạo hóa đơn.
fact_payments,PAY0000911,PAYMENT_BEFORE_INVOICE,Payment_Date,2024-05-22 00:00:00,2024-04-15 00:00:00,Ngày đóng tiền sớm hơn ngày tạo hóa đơn.
